movie_title,domestic_gross,total_gross,budget,runtime_minutes,genres,rating,imd_url,director,producers,cinematographer,distributor
Midnight Special,3712282,6740647,,112.0,Drama,PG-13,https://pro.imdb.com/title/tt2649554?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jeff Nichols,Sarah Green,Adam Stone,Warner Bros.
Anomalisa,3759286,5659286,8000000.0,90.0,Animation,R,https://pro.imdb.com/title/tt2401878?ref_=mojo_rl_summary&rf=mojo_rl_summary,Duke Johnson,Duke Johnson,Joe Passarelli,Paramount Pictures
Rules Don't Apply,3652206,3885342,25000000.0,127.0,Comedy,PG-13,https://pro.imdb.com/title/tt1974420?ref_=mojo_rl_summary&rf=mojo_rl_summary,Warren Beatty,Warren Beatty,Caleb Deschanel,Twentieth Century Fox
Miss Sloane,3500605,9101546,,132.0,Drama,R,https://pro.imdb.com/title/tt4540710?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Madden,Ben Browning,Sebastian Blenkov,EuropaCorp
Indignation,3401155,3924527,,110.0,Drama,R,https://pro.imdb.com/title/tt4193394?ref_=mojo_rl_summary&rf=mojo_rl_summary,James Schamus,Anthony Bregman,Christopher Blauvelt,Roadside Attractions
Everybody Wants Some!!,3400278,4644472,,117.0,Comedy,R,https://pro.imdb.com/title/tt2937696?ref_=mojo_rl_summary&rf=mojo_rl_summary,Richard Linklater,Megan Ellison,Shane F. Kelly,Paramount Pictures
Maggie's Plan,3351735,5883891,,98.0,Comedy,R,https://pro.imdb.com/title/tt3471098?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rebecca Miller,Rachael Horovitz,Sam Levy,Sony Pictures Classics
A Man Called Ove,3479315,30692889,,116.0,Comedy,PG-13,https://pro.imdb.com/title/tt4080728?ref_=mojo_rl_summary&rf=mojo_rl_summary,Hannes Holm,Annica Bellander,Göran Hallberg,Music Box Films
Sing Street,3237118,13624522,,106.0,Comedy,PG-13,https://pro.imdb.com/title/tt3544112?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Carney,Anthony Bregman,Yaron Orbach,The Weinstein Company
Mei ren yu,3232685,553810228,,94.0,Comedy,R,https://pro.imdb.com/title/tt4701660?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephen Chow,Stephen Chow,Sung Fai Choi,Sony Pictures Entertainment (SPE)
Green Room,3220371,3769214,,95.0,Horror,R,https://pro.imdb.com/title/tt4062536?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jeremy Saulnier,Neil Kopp,Sean Porter,A24
Our Kind of Traitor,3153157,10711027,,108.0,Crime,R,https://pro.imdb.com/title/tt1995390?ref_=mojo_rl_summary&rf=mojo_rl_summary,Susanna White,Khadija Alami,Anthony Dod Mantle,Roadside Attractions
Compadres,3127773,7353544,,101.0,Action,R,https://pro.imdb.com/title/tt3367294?ref_=mojo_rl_summary&rf=mojo_rl_summary,Enrique Begné,Francisco González Compeán,Federico Barbabosa,Pantelion Films
The Other Side of the Door,3000342,14332467,,96.0,Horror,R,https://pro.imdb.com/title/tt3702652?ref_=mojo_rl_summary&rf=mojo_rl_summary,Johannes Roberts,Rory Aitken,Maxime Alexandre,Twentieth Century Fox
Star Wars: Episode VIII,620181382,1332539889,317000000.0,152.0,Action,PG-13,https://pro.imdb.com/title/tt2527336?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rian Johnson,Ram Bergman,Steve Yedlin,Walt Disney Studios Motion Pictures
Wonder Woman,412563408,821847012,149000000.0,141.0,Action,PG-13,https://pro.imdb.com/title/tt0451279?ref_=mojo_rl_summary&rf=mojo_rl_summary,Patty Jenkins,Charles Roven,Matthew Jensen,Warner Bros.
Guardians of the Galaxy Vol. 2,389813101,863756051,200000000.0,136.0,Action,PG-13,https://pro.imdb.com/title/tt3896198?ref_=mojo_rl_summary&rf=mojo_rl_summary,James Gunn,Kevin Feige,Henry Braham,Walt Disney Studios Motion Pictures
Spider,334201140,880166924,175000000.0,133.0,Action,PG-13,https://pro.imdb.com/title/tt2250912?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jon Watts,Kevin Feige,Salvatore Totino,Sony Pictures Entertainment (SPE)
It,327481748,700381748,35000000.0,135.0,Horror,R,https://pro.imdb.com/title/tt1396484?ref_=mojo_rl_summary&rf=mojo_rl_summary,Andy Muschietti,Seth Grahame-Smith,Chung-hoon Chung,Warner Bros.
Thor: Ragnarok,315058289,853977126,180000000.0,130.0,Action,PG-13,https://pro.imdb.com/title/tt3501632?ref_=mojo_rl_summary&rf=mojo_rl_summary,Taika Waititi,Kevin Feige,Javier Aguirresarobe,Walt Disney Studios Motion Pictures
Despicable Me 3,264624300,1034799409,80000000.0,89.0,Adventure,PG,https://pro.imdb.com/title/tt3469046?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kyle Balda,Janet Healy,,Universal Pictures
Logan,226277068,619021436,97000000.0,137.0,Action,R,https://pro.imdb.com/title/tt3315342?ref_=mojo_rl_summary&rf=mojo_rl_summary,James Mangold,Simon Kinberg,John Mathieson,Twentieth Century Fox
The Fate of the Furious,226008385,1236005118,250000000.0,136.0,Action,PG-13,https://pro.imdb.com/title/tt4630562?ref_=mojo_rl_summary&rf=mojo_rl_summary,F. Gary Gray,Vin Diesel,Stephen F. Windon,Universal Pictures
Justice League,229024295,657924295,,,Action,PG-13,https://pro.imdb.com/title/tt0974015?ref_=mojo_rl_summary&rf=mojo_rl_summary,Zack Snyder,Jon Berg,Fabian Wagner,Warner Bros.
Dunkirk,188045546,525245546,100000000.0,106.0,Action,PG-13,https://pro.imdb.com/title/tt5013056?ref_=mojo_rl_summary&rf=mojo_rl_summary,Christopher Nolan,Christopher Nolan,Hoyte Van Hoytema,Warner Bros.
Coco,210460015,807816196,,105.0,Adventure,PG,https://pro.imdb.com/title/tt2380307?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lee Unkrich,Darla K. Anderson,,Walt Disney Studios Motion Pictures
The Lego Batman Movie,175750384,311950384,80000000.0,104.0,Action,PG,https://pro.imdb.com/title/tt4116284?ref_=mojo_rl_summary&rf=mojo_rl_summary,Chris McKay,Roy Lee,,Warner Bros.
Get Out,176040665,255407969,4500000.0,104.0,Horror,R,https://pro.imdb.com/title/tt5052448?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jordan Peele,Jason Blum,Toby Oliver,Universal Pictures
The Boss Baby,175003033,527965936,,97.0,Adventure,PG,https://pro.imdb.com/title/tt3874544?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tom McGrath,Ramsey Naito,,Twentieth Century Fox
Pirates of the Caribbean: Dead Men Tell No Tales,172558876,794861794,230000000.0,129.0,Action,PG-13,https://pro.imdb.com/title/tt1790809?ref_=mojo_rl_summary&rf=mojo_rl_summary,Joachim Rønning,Jerry Bruckheimer,Paul Cameron,Walt Disney Studios Motion Pictures
Jumanji: Welcome to the Jungle,404515480,962077546,90000000.0,119.0,Action,PG-13,https://pro.imdb.com/title/tt2283362?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jake Kasdan,William Teitler,Gyula Pados,Sony Pictures Entertainment (SPE)
Kong: Skull Island,168052812,566652812,185000000.0,118.0,Action,PG-13,https://pro.imdb.com/title/tt3731562?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jordan Vogt-Roberts,Alex Garcia,Larry Fong,Warner Bros.
Hidden Figures,169607287,235956898,25000000.0,127.0,Biography,PG,https://pro.imdb.com/title/tt4846340?ref_=mojo_rl_summary&rf=mojo_rl_summary,Theodore Melfi,Peter Chernin,Mandy Walker,Twentieth Century Fox
Cars 3,152901115,383930656,,102.0,Adventure,G,https://pro.imdb.com/title/tt3606752?ref_=mojo_rl_summary&rf=mojo_rl_summary,Brian Fee,Kevin Reher,,Walt Disney Studios Motion Pictures
War for the Planet of the Apes,146880162,490719763,150000000.0,140.0,Action,PG-13,https://pro.imdb.com/title/tt3450958?ref_=mojo_rl_summary&rf=mojo_rl_summary,Matt Reeves,Peter Chernin,Michael Seresin,Twentieth Century Fox
Split,138291365,278454358,9000000.0,117.0,Horror,PG-13,https://pro.imdb.com/title/tt4972582?ref_=mojo_rl_summary&rf=mojo_rl_summary,M. Night Shyamalan,Marc Bienstock,Mike Gioulakis,Universal Pictures
Transformers: The Last Knight,130168683,605425157,217000000.0,154.0,Action,PG-13,https://pro.imdb.com/title/tt3371366?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Bay,Ian Bryce,Jonathan Sela,Paramount Pictures
Wonder,132422809,305937718,,113.0,Drama,PG,https://pro.imdb.com/title/tt2543472?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephen Chbosky,David Hoberman,Don Burgess,Lionsgate
Girls Trip,115171585,140552359,19000000.0,122.0,Adventure,R,https://pro.imdb.com/title/tt3564472?ref_=mojo_rl_summary&rf=mojo_rl_summary,Malcolm D. Lee,Malcolm D. Lee,Greg Gardiner,Universal Pictures
Fifty Shades Darker,114581250,381545846,55000000.0,118.0,Drama,R,https://pro.imdb.com/title/tt4465564?ref_=mojo_rl_summary&rf=mojo_rl_summary,James Foley,Dana Brunetti,John Schwartzman,Universal Pictures
Baby Driver,107825862,226945087,34000000.0,113.0,Action,R,https://pro.imdb.com/title/tt3890160?ref_=mojo_rl_summary&rf=mojo_rl_summary,Edgar Wright,Tim Bevan,Bill Pope,TriStar Pictures
Annabelle: Creation,102092201,306515884,15000000.0,109.0,Horror,R,https://pro.imdb.com/title/tt5140878?ref_=mojo_rl_summary&rf=mojo_rl_summary,David F. Sandberg,Peter Safran,Maxime Alexandre,Warner Bros.
Daddy's Home 2,104029443,180613180,69000000.0,100.0,Comedy,PG-13,https://pro.imdb.com/title/tt5657846?ref_=mojo_rl_summary&rf=mojo_rl_summary,Sean Anders,Will Ferrell,Julio Macat,Paramount Pictures
Murder on the Orient Express,102826543,352789811,55000000.0,114.0,Crime,PG-13,https://pro.imdb.com/title/tt3402236?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kenneth Branagh,Kenneth Branagh,Haris Zambarloukos,Twentieth Century Fox
Kingsman: The Golden Circle,100234838,410902662,104000000.0,141.0,Action,R,https://pro.imdb.com/title/tt4649466?ref_=mojo_rl_summary&rf=mojo_rl_summary,Matthew Vaughn,Adam Bohling,George Richmond,Twentieth Century Fox
John Wick: Chapter 2,92029184,171539887,,122.0,Action,R,https://pro.imdb.com/title/tt4425200?ref_=mojo_rl_summary&rf=mojo_rl_summary,Chad Stahelski,Basil Iwanyk,Dan Laustsen,Lionsgate
Blade Runner 2049,92054159,259239658,150000000.0,164.0,Action,R,https://pro.imdb.com/title/tt1856101?ref_=mojo_rl_summary&rf=mojo_rl_summary,Denis Villeneuve,Broderick Johnson,Roger Deakins,Warner Bros.
The Emoji Movie,86089513,217776646,50000000.0,86.0,Adventure,PG,https://pro.imdb.com/title/tt4877122?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tony Leondis,Michelle Raimo,,Sony Pictures Entertainment (SPE)
Power Rangers,85364450,142337240,100000000.0,124.0,Action,PG-13,https://pro.imdb.com/title/tt3717490?ref_=mojo_rl_summary&rf=mojo_rl_summary,Dean Israelite,Marty Bowen,Matthew J. Lloyd,Lionsgate
The Mummy,80227895,409231607,125000000.0,111.0,Action,PG-13,https://pro.imdb.com/title/tt2345759?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alex Kurtzman,Sarah Bradshaw,Ben Seresin,Universal Pictures
The Hitman's Bodyguard,75468583,176586701,30000000.0,118.0,Action,R,https://pro.imdb.com/title/tt1959563?ref_=mojo_rl_summary&rf=mojo_rl_summary,Patrick Hughes,Mark Gill,Jules O'Loughlin,Lionsgate
Alien: Covenant,74262031,240891763,97000000.0,122.0,Horror,R,https://pro.imdb.com/title/tt2316204?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ridley Scott,David Giler,Dariusz Wolski,Twentieth Century Fox
Captain Underpants: The First Epic Movie,73921000,125427681,38000000.0,89.0,Action,PG,https://pro.imdb.com/title/tt2091256?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Soren,Chris Finnegan,,Twentieth Century Fox
A Bad Moms Christmas,72110659,130560428,28000000.0,104.0,Comedy,R,https://pro.imdb.com/title/tt6359956?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jon Lucas,Suzanne Todd,Mitchell Amundsen,STX Entertainment
A Dog's Purpose,64508620,205035819,22000000.0,100.0,Adventure,PG,https://pro.imdb.com/title/tt1753383?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lasse Hallström,Gavin Polone,Terry Stacey,Universal Pictures
Pitch Perfect 3,104897530,185400345,45000000.0,93.0,Comedy,PG-13,https://pro.imdb.com/title/tt4765284?ref_=mojo_rl_summary&rf=mojo_rl_summary,Trish Sie,Elizabeth Banks,Matthew Clark,Universal Pictures
The Lego Ninjago Movie,59281555,123081555,,101.0,Action,PG,https://pro.imdb.com/title/tt3014284?ref_=mojo_rl_summary&rf=mojo_rl_summary,Charlie Bean,Maryann Garger,David Scott,Warner Bros.
Baywatch,58060186,177856751,69000000.0,116.0,Action,R,https://pro.imdb.com/title/tt1469304?ref_=mojo_rl_summary&rf=mojo_rl_summary,Seth Gordon,Michael Berk,Eric Steelberg,Paramount Pictures
The Shack,57386418,96942115,,132.0,Drama,PG-13,https://pro.imdb.com/title/tt2872518?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stuart Hazeldine,Brad Cummings,Declan Quinn,Lionsgate
Happy Death Day,55683845,125479266,4800000.0,96.0,Comedy,PG-13,https://pro.imdb.com/title/tt5308322?ref_=mojo_rl_summary&rf=mojo_rl_summary,Christopher Landon,Jason Blum,Toby Oliver,Universal Pictures
Ferdinand,84410380,296069199,111000000.0,108.0,Adventure,PG,https://pro.imdb.com/title/tt3411444?ref_=mojo_rl_summary&rf=mojo_rl_summary,Carlos Saldanha,Bruce Anderson,Renato Falcão,Twentieth Century Fox
Atomic Blonde,51687870,100014025,30000000.0,115.0,Action,R,https://pro.imdb.com/title/tt2406566?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Leitch,A.J. Dix,Jonathan Sela,Focus Features
American Made,51342000,134866593,50000000.0,115.0,Action,R,https://pro.imdb.com/title/tt3532216?ref_=mojo_rl_summary&rf=mojo_rl_summary,Doug Liman,Ray Angelic,César Charlone,Universal Pictures
The Dark Tower,50701325,113231078,60000000.0,95.0,Action,PG-13,https://pro.imdb.com/title/tt1648190?ref_=mojo_rl_summary&rf=mojo_rl_summary,Nikolaj Arcel,Akiva Goldsman,Rasmus Videbæk,Sony Pictures Entertainment (SPE)
The Greatest Showman,174340174,434993183,84000000.0,105.0,Biography,PG,https://pro.imdb.com/title/tt1485796?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Gracey,Peter Chernin,Seamus McGarvey,Twentieth Century Fox
Boo 2! A Madea Halloween,47319572,48333932,25000000.0,101.0,Comedy,PG-13,https://pro.imdb.com/title/tt6217804?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tyler Perry,Ozzie Areu,Richard J. Vialet,Lionsgate
Snatched,45852178,60845711,42000000.0,90.0,Action,R,https://pro.imdb.com/title/tt2334871?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jonathan Levine,Peter Chernin,Florian Ballhaus,Twentieth Century Fox
The Great Wall,45540830,334933831,150000000.0,103.0,Action,PG-13,https://pro.imdb.com/title/tt2034800?ref_=mojo_rl_summary&rf=mojo_rl_summary,Yimou Zhang,Jon Jashni,Stuart Dryburgh,Universal Pictures
Smurfs: The Lost Village,45020282,197183546,60000000.0,90.0,Adventure,PG,https://pro.imdb.com/title/tt2398241?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kelly Asbury,Mary Ellen Bauder,,Sony Pictures Entertainment (SPE)
Going in Style,45018541,84918541,25000000.0,96.0,Comedy,PG-13,https://pro.imdb.com/title/tt2568862?ref_=mojo_rl_summary&rf=mojo_rl_summary,Zach Braff,Donald De Line,Rodney Charters,Warner Bros.
All Eyez on Me,44922302,55668698,40000000.0,139.0,Biography,R,https://pro.imdb.com/title/tt1666185?ref_=mojo_rl_summary&rf=mojo_rl_summary,Benny Boom,L.T. Hutton,Peter Menzies Jr.,Lionsgate
xXx: Return of Xander Cage,44898413,346118277,85000000.0,107.0,Action,PG-13,https://pro.imdb.com/title/tt1293847?ref_=mojo_rl_summary&rf=mojo_rl_summary,D.J. Caruso,Vin Diesel,Russell Carpenter,Paramount Pictures
47 Meters Down,44307191,62187529,5300000.0,89.0,Adventure,PG-13,https://pro.imdb.com/title/tt2932536?ref_=mojo_rl_summary&rf=mojo_rl_summary,Johannes Roberts,James Harris,Mark Silk,Entertainment Studios Motion Pictures
The Big Sick,42873127,56411585,,,Comedy,R,https://pro.imdb.com/title/tt5462602?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Showalter,Judd Apatow,Brian Burgoyne,Lionsgate
Ghost in the Shell,40563557,169801921,110000000.0,107.0,Action,PG-13,https://pro.imdb.com/title/tt1219827?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rupert Sanders,Ari Arad,Jess Hall,Paramount Pictures
Valerian and the City of a Thousand Planets,41189488,225874228,177200000.0,136.0,Action,PG-13,https://pro.imdb.com/title/tt2239822?ref_=mojo_rl_summary&rf=mojo_rl_summary,Luc Besson,Luc Besson,Thierry Arbogast,STX Entertainment
The Star,40852824,62812974,20000000.0,86.0,Adventure,PG,https://pro.imdb.com/title/tt4587656?ref_=mojo_rl_summary&rf=mojo_rl_summary,Timothy Reckart,Warren Franklin,,Sony Pictures Entertainment (SPE)
King Arthur: Legend of the Sword,39175066,148675066,175000000.0,126.0,Action,PG-13,https://pro.imdb.com/title/tt1972591?ref_=mojo_rl_summary&rf=mojo_rl_summary,Guy Ritchie,Steve Clark-Hall,John Mathieson,Warner Bros.
Jigsaw,38052832,102952888,10000000.0,92.0,Crime,R,https://pro.imdb.com/title/tt3348730?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Spierig,Mark Burg,Ben Nott,Lionsgate
American Assassin,36249674,67234188,33000000.0,111.0,Action,R,https://pro.imdb.com/title/tt1961175?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Cuesta,Lorenzo di Bonaventura,Enrique Chediak,Lionsgate
The Foreigner,34393507,145374099,35000000.0,113.0,Action,R,https://pro.imdb.com/title/tt1615160?ref_=mojo_rl_summary&rf=mojo_rl_summary,Martin Campbell,Jackie Chan,David Tattersall,STX Entertainment
"Everything, Everything",34121140,61621140,10000000.0,96.0,Drama,PG-13,https://pro.imdb.com/title/tt5001718?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stella Meghie,Elysa Koplovitz Dutton,Igor Jadue-Lillo,Warner Bros.
Wind River,33800859,43980821,11000000.0,107.0,Crime,R,https://pro.imdb.com/title/tt5362988?ref_=mojo_rl_summary&rf=mojo_rl_summary,Taylor Sheridan,Elizabeth A. Bell,Ben Richardson,The Weinstein Company
Geostorm,33700160,221600160,120000000.0,109.0,Action,PG-13,https://pro.imdb.com/title/tt1981128?ref_=mojo_rl_summary&rf=mojo_rl_summary,Dean Devlin,Dean Devlin,Roberto Schaefer,Warner Bros.
Monster Trucks,33370166,64493915,,104.0,Action,PG,https://pro.imdb.com/title/tt3095734?ref_=mojo_rl_summary&rf=mojo_rl_summary,Chris Wedge,Mary Parent,Don Burgess,Paramount Pictures
Fist Fight,32187017,41087017,,91.0,Comedy,R,https://pro.imdb.com/title/tt3401882?ref_=mojo_rl_summary&rf=mojo_rl_summary,Richie Keen,Dan Cohen,Eric Alan Edwards,Warner Bros.
How to Be a Latin Lover,32149404,62547032,,115.0,Comedy,PG-13,https://pro.imdb.com/title/tt4795124?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ken Marino,Eugenio Derbez,John Bailey,Pantelion Films
Lady Bird,48958273,78965611,,94.0,Comedy,R,https://pro.imdb.com/title/tt4925292?ref_=mojo_rl_summary&rf=mojo_rl_summary,Greta Gerwig,Eli Bush,Sam Levy,A24
Patriots Day,31886361,52185751,45000000.0,133.0,Action,R,https://pro.imdb.com/title/tt4572514?ref_=mojo_rl_summary&rf=mojo_rl_summary,Peter Berg,Dorothy Aufiero,Tobias A. Schliessler,Lionsgate
Kidnap,30971040,34814102,21000000.0,95.0,Action,R,https://pro.imdb.com/title/tt1458169?ref_=mojo_rl_summary&rf=mojo_rl_summary,Luis Prieto,Halle Berry,Flavio Martínez Labiano,Aviron Pictures
Underworld: Blood Wars,30353973,81093313,35000000.0,91.0,Action,R,https://pro.imdb.com/title/tt3717252?ref_=mojo_rl_summary&rf=mojo_rl_summary,Anna Foerster,David Kern,Karl Walter Lindenlaub,Screen Gems
The Mountain Between Us,30348555,62832209,35000000.0,112.0,Action,PG-13,https://pro.imdb.com/title/tt2226597?ref_=mojo_rl_summary&rf=mojo_rl_summary,Hany Abu-Assad,Peter Chernin,Mandy Walker,Twentieth Century Fox
Life,30234022,100541806,58000000.0,104.0,Horror,R,https://pro.imdb.com/title/tt5442430?ref_=mojo_rl_summary&rf=mojo_rl_summary,Daniel Espinosa,Bonnie Curtis,Seamus McGarvey,Sony Pictures Entertainment (SPE)
The Nut Job 2: Nutty by Nature,28370522,68743485,40000000.0,91.0,Adventure,PG,https://pro.imdb.com/title/tt3486626?ref_=mojo_rl_summary&rf=mojo_rl_summary,Cal Brunker,Bob Barlen,,Open Road Films (II)
Rings,27793018,83080890,25000000.0,102.0,Drama,PG-13,https://pro.imdb.com/title/tt0498381?ref_=mojo_rl_summary&rf=mojo_rl_summary,F. Javier Gutiérrez,Laurie MacDonald,Sharone Meir,Paramount Pictures
Logan Lucky,27780977,48453605,29000000.0,118.0,Comedy,PG-13,https://pro.imdb.com/title/tt5439796?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steven Soderbergh,Reid Carolin,Steven Soderbergh,Bleecker Street Media
Home Again,27020284,37270721,12000000.0,97.0,Comedy,PG-13,https://pro.imdb.com/title/tt5719700?ref_=mojo_rl_summary&rf=mojo_rl_summary,Hallie Meyers-Shyer,Nancy Meyers,Dean Cundey,Open Road Films (II)
Resident Evil: The Final Chapter,26830068,312242626,40000000.0,107.0,Action,R,https://pro.imdb.com/title/tt2592614?ref_=mojo_rl_summary&rf=mojo_rl_summary,Paul W.S. Anderson,Paul W.S. Anderson,Glen MacPherson,Screen Gems
The House,25584504,34184504,40000000.0,88.0,Comedy,R,https://pro.imdb.com/title/tt4481514?ref_=mojo_rl_summary&rf=mojo_rl_summary,Andrew Jay Cohen,Andrew Jay Cohen,Jas Shelton,Warner Bros.
Gifted,24801212,43046590,7000000.0,101.0,Drama,PG-13,https://pro.imdb.com/title/tt4481414?ref_=mojo_rl_summary&rf=mojo_rl_summary,Marc Webb,Andy Cohen,Stuart Dryburgh,Fox Searchlight Pictures
"Three Billboards Outside Ebbing, Missouri",54513740,160192031,,115.0,Comedy,R,https://pro.imdb.com/title/tt5027774?ref_=mojo_rl_summary&rf=mojo_rl_summary,Martin McDonagh,Graham Broadbent,Ben Davis,Fox Searchlight Pictures
The Bye Bye Man,22395806,29874280,7400000.0,96.0,Drama,PG-13,https://pro.imdb.com/title/tt4030600?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stacy Title,Simon Horsman,James Kniest,STX Entertainment
Victoria & Abdul,22245070,66558465,,111.0,Biography,PG-13,https://pro.imdb.com/title/tt5816682?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephen Frears,Tim Bevan,Danny Cohen,Focus Features
Rough Night,22105643,47347283,20000000.0,101.0,Comedy,R,https://pro.imdb.com/title/tt4799050?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lucia Aniello,Lucia Aniello,Sean Porter,Sony Pictures Entertainment (SPE)
My Little Pony: The Movie,21885107,60330833,6500000.0,99.0,Adventure,PG,https://pro.imdb.com/title/tt4131800?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jayson Thiessen,Haven Alexander,Anthony Di Ninno,Lionsgate
Leap! 2017 Re,21858070,21929861,,89.0,Adventure,PG,https://pro.imdb.com/title/tt2261287?ref_=mojo_rl_summary&rf=mojo_rl_summary,Eric Summer,Valérie d'Auteuil,Jericca Cleland,The Weinstein Company
Sleepless,20783704,32917353,,95.0,Action,R,https://pro.imdb.com/title/tt2072233?ref_=mojo_rl_summary&rf=mojo_rl_summary,Baran bo Odar,Roy Lee,Mihai Malaimare Jr.,Open Road Films (II)
Diary of a Wimpy Kid: The Long Haul,20738724,40140972,22000000.0,91.0,Animation,PG,https://pro.imdb.com/title/tt6003368?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Bowers,Nina Jacobson,Anthony B. Richmond,Twentieth Century Fox
The Circle,20497844,40656399,18000000.0,110.0,Drama,PG-13,https://pro.imdb.com/title/tt4287320?ref_=mojo_rl_summary&rf=mojo_rl_summary,James Ponsoldt,Anthony Bregman,Matthew Libatique,STX Entertainment
Baahubali 2: The Conclusion,20186659,254158390,,167.0,Action,,https://pro.imdb.com/title/tt4849438?ref_=mojo_rl_summary&rf=mojo_rl_summary,S.S. Rajamouli,Prasad Devineni,Senthil Kumar,Great India Films
CHIPS,18600152,26800152,25000000.0,100.0,Action,R,https://pro.imdb.com/title/tt0493405?ref_=mojo_rl_summary&rf=mojo_rl_summary,Dax Shepard,Ravi D. Mehta,Mitchell Amundsen,Warner Bros.
Only the Brave,18343983,26351322,38000000.0,134.0,Action,PG-13,https://pro.imdb.com/title/tt3829920?ref_=mojo_rl_summary&rf=mojo_rl_summary,Joseph Kosinski,Lorenzo di Bonaventura,Claudio Miranda,Sony Pictures Entertainment (SPE)
Darkest Hour,56468410,150847207,,125.0,Biography,PG-13,https://pro.imdb.com/title/tt4555426?ref_=mojo_rl_summary&rf=mojo_rl_summary,Joe Wright,Tim Bevan,Bruno Delbonnel,Focus Features
The Disaster Artist,21120616,29820616,,104.0,Biography,R,https://pro.imdb.com/title/tt3521126?ref_=mojo_rl_summary&rf=mojo_rl_summary,James Franco,James Franco,Brandon Trost,A24
Mother!,17800004,44516999,30000000.0,121.0,Drama,R,https://pro.imdb.com/title/tt5109784?ref_=mojo_rl_summary&rf=mojo_rl_summary,Darren Aronofsky,Scott Franklin,Matthew Libatique,Paramount Pictures
The Zookeeper's Wife,17571660,26152835,,127.0,Biography,PG-13,https://pro.imdb.com/title/tt1730768?ref_=mojo_rl_summary&rf=mojo_rl_summary,Niki Caro,Jeff Abberley,Andrij Parekh,Focus Features
The Glass Castle,17273059,22088533,,127.0,Biography,PG-13,https://pro.imdb.com/title/tt2378507?ref_=mojo_rl_summary&rf=mojo_rl_summary,Destin Daniel Cretton,Ken Kao,Brett Pawlak,Lionsgate
Downsizing,24449754,55003890,68000000.0,135.0,Drama,R,https://pro.imdb.com/title/tt1389072?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alexander Payne,Mark Johnson,Phedon Papamichael,Paramount Pictures
Flatliners,16883115,45158254,19000000.0,109.0,Drama,PG-13,https://pro.imdb.com/title/tt2039338?ref_=mojo_rl_summary&rf=mojo_rl_summary,Niels Arden Oplev,Michael Douglas,Eric Kress,Sony Pictures Entertainment (SPE)
Detroit,16790139,23355100,34000000.0,143.0,Crime,R,https://pro.imdb.com/title/tt5390504?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kathryn Bigelow,Kathryn Bigelow,Barry Ackroyd,Annapurna Pictures
The Shape of Water,63859435,195333312,,123.0,Adventure,R,https://pro.imdb.com/title/tt5580390?ref_=mojo_rl_summary&rf=mojo_rl_summary,Guillermo del Toro,J. Miles Dale,Dan Laustsen,Fox Searchlight Pictures
The Case for Christ,14682684,18175663,,112.0,Biography,PG,https://pro.imdb.com/title/tt6113488?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jon Gunn,Elizabeth Hatcher-Travis,Brian Shanley,Pure Flix Entertainment
