movie_title,domestic_gross,total_gross,budget,runtime_minutes,genres,rating,imd_url,director,producers,cinematographer,distributor
Rent,29077547,31670620,40000000.0,135.0,Drama,PG-13,https://pro.imdb.com/title/tt0294870?ref_=mojo_rl_summary&rf=mojo_rl_summary,Chris Columbus,Michael Barnathan,Stephen Goldblatt,Revolution Studios
Doom,28212337,58072119,60000000.0,105.0,Action,R,https://pro.imdb.com/title/tt0419706?ref_=mojo_rl_summary&rf=mojo_rl_summary,Andrzej Bartkowiak,Lorenzo di Bonaventura,Tony Pierce-Roberts,Universal Pictures
Zathura: A Space Adventure,29258869,65079104,65000000.0,101.0,Action,PG,https://pro.imdb.com/title/tt0406375?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jon Favreau,Michael De Luca,Guillermo Navarro,Sony Pictures Entertainment (SPE)
xXx: State of the Union,26873932,71022693,,101.0,Action,PG-13,https://pro.imdb.com/title/tt0329774?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lee Tamahori,Richard Clark Jr.,David Tattersall,Revolution Studios
Elizabethtown,26850426,52164016,45000000.0,123.0,Comedy,PG-13,https://pro.imdb.com/title/tt0368709?ref_=mojo_rl_summary&rf=mojo_rl_summary,Cameron Crowe,Cameron Crowe,John Toll,Paramount Pictures
Serenity,25514517,40445129,39000000.0,119.0,Action,PG-13,https://pro.imdb.com/title/tt0379786?ref_=mojo_rl_summary&rf=mojo_rl_summary,Joss Whedon,Barry Mendel,Jack N. Green,Universal Pictures
Dark Water 2005 Re,25473352,44347079,,105.0,Drama,PG-13,https://pro.imdb.com/title/tt0382628?ref_=mojo_rl_summary&rf=mojo_rl_summary,Walter Salles,Doug Davison,Affonso Beato,Walt Disney Studios Motion Pictures
Memoirs of a Geisha,57490508,162242962,85000000.0,145.0,Drama,PG-13,https://pro.imdb.com/title/tt0397535?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rob Marshall,Lucy Fisher,Dion Beebe,Sony Pictures Entertainment (SPE)
Æon Flux,25874337,53321673,62000000.0,93.0,Action,PG-13,https://pro.imdb.com/title/tt0402022?ref_=mojo_rl_summary&rf=mojo_rl_summary,Karyn Kusama,David Gale,Stuart Dryburgh,Paramount Pictures
Rumor Has It...,43000262,88933562,,97.0,Comedy,PG-13,https://pro.imdb.com/title/tt0398375?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rob Reiner,Ben Cosgrove,Peter Deming,Warner Bros.
Unleashed,24537621,50871113,45000000.0,103.0,Action,R,https://pro.imdb.com/title/tt0342258?ref_=mojo_rl_summary&rf=mojo_rl_summary,Louis Leterrier,Luc Besson,Pierre Morel,Rogue Pictures
Elektra,24409722,56995646,43000000.0,97.0,Action,PG-13,https://pro.imdb.com/title/tt0357277?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rob Bowman,Avi Arad,Bill Roe,Twentieth Century Fox
Ice Princess,24402491,27645491,,98.0,Comedy,G,https://pro.imdb.com/title/tt0396652?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tim Fywell,Bridget Johnson,David Hennings,Walt Disney Studios Motion Pictures
Lord of War,24149632,72617068,50000000.0,122.0,Action,R,https://pro.imdb.com/title/tt0399295?ref_=mojo_rl_summary&rf=mojo_rl_summary,Andrew Niccol,Nicolas Cage,Amir Mokri,Lionsgate
"Good Night, and Good Luck.",31558003,54641191,7000000.0,93.0,Biography,PG,https://pro.imdb.com/title/tt0433383?ref_=mojo_rl_summary&rf=mojo_rl_summary,George Clooney,Grant Heslov,Robert Elswit,Warner Independent Pictures (WIP)
Hotel Rwanda,23530892,33882243,,121.0,Biography,PG-13,https://pro.imdb.com/title/tt0395169?ref_=mojo_rl_summary&rf=mojo_rl_summary,Terry George,Terry George,Robert Fraisse,United Artists
Two for the Money,22991379,30526509,35000000.0,122.0,Crime,R,https://pro.imdb.com/title/tt0417217?ref_=mojo_rl_summary&rf=mojo_rl_summary,D.J. Caruso,Jay Cohen,Conrad W. Hall,Universal Pictures
Prime,22827153,67937494,22000000.0,105.0,Comedy,PG-13,https://pro.imdb.com/title/tt0387514?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ben Younger,Jennifer Todd,William Rexer,Universal Pictures
Deuce Bigalow: European Gigolo,22400154,45109561,22000000.0,83.0,Comedy,R,https://pro.imdb.com/title/tt0367652?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mike Bigelow,Jack Giarraputo,Marc Felperlaan,Sony Pictures Entertainment (SPE)
Hustle & Flow,22202809,23563727,2800000.0,116.0,Crime,R,https://pro.imdb.com/title/tt0410097?ref_=mojo_rl_summary&rf=mojo_rl_summary,Craig Brewer,Stephanie Allain,Amy Vincent,Paramount Classics
A Lot Like Love,21845719,42886719,30000000.0,107.0,Comedy,PG-13,https://pro.imdb.com/title/tt0391304?ref_=mojo_rl_summary&rf=mojo_rl_summary,Nigel Cole,Armyan Bernstein,John de Borman,Walt Disney Studios Motion Pictures
Land of the Dead,20700082,47074133,15000000.0,93.0,Horror,R,https://pro.imdb.com/title/tt0418819?ref_=mojo_rl_summary&rf=mojo_rl_summary,George A. Romero,Mark Canton,Miroslaw Baszak,Universal Pictures
Assault on Precinct 13,20040895,35294470,30000000.0,109.0,Action,R,https://pro.imdb.com/title/tt0398712?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jean-François Richet,Pascal Caucheteux,Robert Gantz,Rogue Pictures
Man of the House,19699706,21577624,,100.0,Comedy,PG-13,https://pro.imdb.com/title/tt0331933?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephen Herek,Todd Garner,Peter Menzies Jr.,Sony Pictures Entertainment (SPE)
Valiant,19478106,61746888,35000000.0,76.0,Adventure,G,https://pro.imdb.com/title/tt0361089?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gary Chapman,John H. Williams,John Fenner,Walt Disney Studios Motion Pictures
Cursed,19297522,29621722,38000000.0,97.0,Comedy,PG-13,https://pro.imdb.com/title/tt0257516?ref_=mojo_rl_summary&rf=mojo_rl_summary,Wes Craven,Marianne Maddalena,Robert McLachlan,Dimension Films
The Upside of Anger,18761993,28237488,12000000.0,118.0,Comedy,R,https://pro.imdb.com/title/tt0365885?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mike Binder,Jack Binder,Richard Greatrex,New Line Cinema
Into the Blue,18801234,46117696,,110.0,Action,PG-13,https://pro.imdb.com/title/tt0378109?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Stockwell,David Zelon,Shane Hurlbut,Sony Pictures Entertainment (SPE)
North Country,18337722,25211175,35000000.0,126.0,Drama,R,https://pro.imdb.com/title/tt0395972?ref_=mojo_rl_summary&rf=mojo_rl_summary,Niki Caro,Nick Wechsler,Chris Menges,Warner Bros.
Pooh's Heffalump Movie,18098433,52858433,20000000.0,68.0,Animation,G,https://pro.imdb.com/title/tt0407121?ref_=mojo_rl_summary&rf=mojo_rl_summary,Frank Nissen,Jessica Koplos,,Walt Disney Studios Motion Pictures
Roll Bounce,17380866,17500866,,112.0,Comedy,PG-13,https://pro.imdb.com/title/tt0403455?ref_=mojo_rl_summary&rf=mojo_rl_summary,Malcolm D. Lee,Robert Teitel,J. Michael Muro,Fox Searchlight Pictures
The Ringer,35428675,40442443,,94.0,Comedy,PG-13,https://pro.imdb.com/title/tt0267891?ref_=mojo_rl_summary&rf=mojo_rl_summary,Barry W. Blaustein,Bobby Farrelly,Mark Irwin,Fox Searchlight Pictures
Kung Fu Hustle,17108591,100912445,20000000.0,99.0,Action,R,https://pro.imdb.com/title/tt0373074?ref_=mojo_rl_summary&rf=mojo_rl_summary,Stephen Chow,Stephen Chow,Hang-Sang Poon,Sony Pictures Classics
The Devil's Rejects,17044981,20901859,7000000.0,107.0,Horror,R,https://pro.imdb.com/title/tt0395584?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rob Zombie,Mike Elliott,Phil Parmet,Lionsgate
Son of the Mask,17018422,59981548,84000000.0,94.0,Comedy,PG,https://pro.imdb.com/title/tt0362165?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lawrence Guterman,Dae Won Cho,Greg Gardiner,New Line Cinema
Rebound,16809014,17492014,33100000.0,86.0,Comedy,PG,https://pro.imdb.com/title/tt0376108?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steve Carr,Robert Simonds,Glen MacPherson,Twentieth Century Fox
The Perfect Man,16535005,19770475,10000000.0,100.0,Comedy,PG,https://pro.imdb.com/title/tt0380623?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mark Rosman,Susan Duff,John R. Leonetti,Universal Pictures
Waiting...,16124543,18637690,3000000.0,94.0,Comedy,R,https://pro.imdb.com/title/tt0348333?ref_=mojo_rl_summary&rf=mojo_rl_summary,Rob McKittrick,Jeff Balis,Matthew Irving,Lionsgate
The Greatest Game Ever Played,15337393,15431177,,,Biography,PG,https://pro.imdb.com/title/tt0388980?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bill Paxton,David Blocker,Shane Hurlbut,Walt Disney Studios Motion Pictures
The Cave,15007991,33296457,,97.0,Action,PG-13,https://pro.imdb.com/title/tt0402901?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bruce Hunt,Gary Lucchesi,Ross Emery,Screen Gems
Broken Flowers,13744960,47329961,,106.0,Comedy,R,https://pro.imdb.com/title/tt0412019?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jim Jarmusch,Jon Kilik,Frederick Elmes,Focus Features
The Honeymooners,12843849,13183426,25000000.0,90.0,Comedy,PG-13,https://pro.imdb.com/title/tt0373908?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Schultz,Julie Durk,Shawn Maurer,Paramount Pictures
The Weather Man,12482775,19126398,22000000.0,102.0,Comedy,R,https://pro.imdb.com/title/tt0384680?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gore Verbinski,Todd Black,Phedon Papamichael,Paramount Pictures
Brokeback Mountain,83043761,178062759,14000000.0,134.0,Drama,R,https://pro.imdb.com/title/tt0388795?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ang Lee,Diana Ossana,Rodrigo Prieto,Focus Features
Munich,47403685,130982129,70000000.0,164.0,Action,R,https://pro.imdb.com/title/tt0408306?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steven Spielberg,Kathleen Kennedy,Janusz Kaminski,Universal Pictures
Capote,28750530,49327405,7000000.0,114.0,Biography,R,https://pro.imdb.com/title/tt0379725?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bennett Miller,Caroline Baron,Adam Kimmel,Sony Pictures Classics
Lords of Dogtown,11273517,13411957,25000000.0,107.0,Biography,PG-13,https://pro.imdb.com/title/tt0355702?ref_=mojo_rl_summary&rf=mojo_rl_summary,Catherine Hardwicke,John Linson,Elliot Davis,Sony Pictures Entertainment (SPE)
Wolf Creek,16188180,30762648,,99.0,Horror,R,https://pro.imdb.com/title/tt0416315?ref_=mojo_rl_summary&rf=mojo_rl_summary,Greg McLean,David Lightfoot,Will Gibson,
Domino,10169202,22944502,,127.0,Action,R,https://pro.imdb.com/title/tt0421054?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tony Scott,Samuel Hadida,Dan Mindel,New Line Cinema
The Great Raid,10167373,10769311,80000000.0,132.0,Action,R,https://pro.imdb.com/title/tt0326905?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Dahl,Lawrence Bender,Peter Menzies Jr.,Miramax
Shopgirl,10284523,11675161,,106.0,Drama,R,https://pro.imdb.com/title/tt0338427?ref_=mojo_rl_summary&rf=mojo_rl_summary,Anand Tucker,Ashok Amritraj,Peter Suschitzky,Walt Disney Studios Motion Pictures
Cry Wolf,10047674,32586408,1000000.0,90.0,Drama,PG-13,https://pro.imdb.com/title/tt0384286?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jeff Wadlow,Beau Bauman,Romeo Tirone,Rogue Pictures
The Producers,19398532,38075318,45000000.0,134.0,Comedy,PG-13,https://pro.imdb.com/title/tt0395251?ref_=mojo_rl_summary&rf=mojo_rl_summary,Susan Stroman,Mel Brooks,John Bailey,Universal Pictures
The Ice Harvest,9016782,10156968,,92.0,Comedy,R,https://pro.imdb.com/title/tt0400525?ref_=mojo_rl_summary&rf=mojo_rl_summary,Harold Ramis,Albert Berger,Alar Kivilo,Focus Features
An Unfinished Life,8586392,18618284,30000000.0,108.0,Drama,PG-13,https://pro.imdb.com/title/tt0350261?ref_=mojo_rl_summary&rf=mojo_rl_summary,Lasse Hallström,Leslie Holleran,Oliver Stapleton,Miramax
The Man,8330720,13485145,,83.0,Action,PG-13,https://pro.imdb.com/title/tt0399327?ref_=mojo_rl_summary&rf=mojo_rl_summary,Les Mayfield,Robert N. Fried,Adam Kane,New Line Cinema
Mad Hot Ballroom,8117961,9079042,,105.0,Documentary,PG,https://pro.imdb.com/title/tt0438205?ref_=mojo_rl_summary&rf=mojo_rl_summary,Marilyn Agrelo,Marilyn Agrelo,Claudia Raschke,Paramount Classics
Aliens of the Deep,8968684,12770637,,100.0,Documentary,G,https://pro.imdb.com/title/tt0417415?ref_=mojo_rl_summary&rf=mojo_rl_summary,James Cameron,James Cameron,James Cameron,Walt Disney Studios Motion Pictures
Proof,7535331,14189860,20000000.0,100.0,Drama,PG-13,https://pro.imdb.com/title/tt0377107?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Madden,John Hart,Alwin H. Küchler,Miramax
Ladies in Lavender,6765081,20377075,,104.0,Drama,PG-13,https://pro.imdb.com/title/tt0377084?ref_=mojo_rl_summary&rf=mojo_rl_summary,Charles Dance,Nicolas Brown,Peter Biziou,IDP Distribution
Bride & Prejudice,6605592,24716440,7000000.0,122.0,Comedy,PG-13,https://pro.imdb.com/title/tt0361411?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gurinder Chadha,Gurinder Chadha,Santosh Sivan,Miramax
Millions,6584159,11782282,,98.0,Comedy,PG,https://pro.imdb.com/title/tt0366777?ref_=mojo_rl_summary&rf=mojo_rl_summary,Danny Boyle,Graham Broadbent,Anthony Dod Mantle,Fox Searchlight Pictures
The Aristocrats,6377461,6809089,,89.0,Comedy,,https://pro.imdb.com/title/tt0436078?ref_=mojo_rl_summary&rf=mojo_rl_summary,Penn Jillette,Peter Adam Golden,,THINKFilm
The Jacket,6303762,21126225,,103.0,Drama,R,https://pro.imdb.com/title/tt0366627?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Maybury,George Clooney,Peter Deming,Warner Independent Pictures (WIP)
Magnificent Desolation: Walking on the Moon 3D,34137524,40339402,,,Animation,,https://pro.imdb.com/title/tt0401623?ref_=mojo_rl_summary&rf=mojo_rl_summary,Mark Cowen,Mark Cowen,Sean MacLeod Phillips,IMAX
Underclassman,5655459,5879555,,95.0,Action,PG-13,https://pro.imdb.com/title/tt0373416?ref_=mojo_rl_summary&rf=mojo_rl_summary,Marcos Siega,Peter Abrams,David Hennings,Miramax
Downfall,5509040,92181574,,156.0,Biography,R,https://pro.imdb.com/title/tt0363163?ref_=mojo_rl_summary&rf=mojo_rl_summary,Oliver Hirschbiegel,Bernd Eichinger,Rainer Klausmann,Newmarket Films
Beyond the Sea,6318709,8447615,,118.0,Biography,PG-13,https://pro.imdb.com/title/tt0363473?ref_=mojo_rl_summary&rf=mojo_rl_summary,Kevin Spacey,Jan Fantl,Eduardo Serra,Lionsgate
Alone in the Dark,5178569,10442808,20000000.0,99.0,Action,R,https://pro.imdb.com/title/tt0369226?ref_=mojo_rl_summary&rf=mojo_rl_summary,Uwe Boll,Shawn Williamson,Mathias Neumann,Lionsgate
The Squid and the Whale,7372734,11098131,1500000.0,81.0,Comedy,R,https://pro.imdb.com/title/tt0367089?ref_=mojo_rl_summary&rf=mojo_rl_summary,Noah Baumbach,Wes Anderson,Robert D. Yeoman,IDP Distribution
Wild Safari,16621530,34257135,,,Documentary,,https://pro.imdb.com/title/tt0457528?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ben Stassen,Charlotte Huggins,Sean MacLeod Phillips,
Howl's Moving Castle,4711096,235347345,,119.0,Adventure,PG,https://pro.imdb.com/title/tt0347149?ref_=mojo_rl_summary&rf=mojo_rl_summary,Hayao Miyazaki,Rick Dempsey,Atsushi Okui,Walt Disney Studios Motion Pictures
Ong,4563167,20235426,,108.0,Action,R,https://pro.imdb.com/title/tt0368909?ref_=mojo_rl_summary&rf=mojo_rl_summary,Prachya Pinkaew,Tech Akarapol,Nattawut Kittikhun,Magnolia Pictures
Mindhunters,4480744,21148829,,106.0,Crime,R,https://pro.imdb.com/title/tt0297284?ref_=mojo_rl_summary&rf=mojo_rl_summary,Renny Harlin,Cary Brokaw,Robert Gantz,Dimension Films
A Very Long Engagement,6524389,69424389,56600000.0,133.0,Drama,R,https://pro.imdb.com/title/tt0344510?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jean-Pierre Jeunet,Jean-Pierre Jeunet,Bruno Delbonnel,Warner Independent Pictures (WIP)
Kiss Kiss Bang Bang,4243756,15785148,15000000.0,103.0,Comedy,R,https://pro.imdb.com/title/tt0373469?ref_=mojo_rl_summary&rf=mojo_rl_summary,Shane Black,Joel Silver,Michael Barrett,Warner Bros.
Enron: The Smartest Guys in the Room,4071700,4854164,,110.0,Biography,,https://pro.imdb.com/title/tt1016268?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alex Gibney,Alison Ellwood,Maryse Alberti,Magnolia Pictures
King's Ransom,4008527,4143652,,95.0,Comedy,PG-13,https://pro.imdb.com/title/tt0388183?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jeffrey W. Byrd,Darryl Taja,Robert McLachlan,New Line Cinema
Me and You and Everyone We Know,3885134,8012838,,91.0,Comedy,R,https://pro.imdb.com/title/tt0415978?ref_=mojo_rl_summary&rf=mojo_rl_summary,Miranda July,Gina Kwon,Chuy Chávez,IFC Films
Melinda and Melinda,3826280,20129327,,99.0,Comedy,PG-13,https://pro.imdb.com/title/tt0378947?ref_=mojo_rl_summary&rf=mojo_rl_summary,Woody Allen,Letty Aronson,Vilmos Zsigmond,Fox Searchlight Pictures
The Merchant of Venice,3765585,21417725,30000000.0,131.0,Drama,R,https://pro.imdb.com/title/tt0379889?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Radford,Cary Brokaw,Benoît Delhomme,Sony Pictures Classics
High Tension,3681066,6291958,,91.0,Horror,R,https://pro.imdb.com/title/tt0338095?ref_=mojo_rl_summary&rf=mojo_rl_summary,Alexandre Aja,Alexandre Arcady,Maxime Alexandre,Lionsgate
Bad Education,5211842,40350837,5000000.0,106.0,Crime,NC-17,https://pro.imdb.com/title/tt0275491?ref_=mojo_rl_summary&rf=mojo_rl_summary,Pedro Almodóvar,Agustín Almodóvar,José Luis Alcaine,Sony Pictures Classics
Stay,3626883,8483797,,99.0,Drama,R,https://pro.imdb.com/title/tt0371257?ref_=mojo_rl_summary&rf=mojo_rl_summary,Marc Forster,Eric Kopeloff,Roberto Schaefer,Twentieth Century Fox
Born Into Brothels: Calcutta's Red Light Kids,3515061,3529201,,85.0,Biography,R,https://pro.imdb.com/title/tt0388789?ref_=mojo_rl_summary&rf=mojo_rl_summary,Zana Briski,Zana Briski,Zana Briski,THINKFilm
Rize,3336391,4646889,,86.0,Documentary,PG-13,https://pro.imdb.com/title/tt0436724?ref_=mojo_rl_summary&rf=mojo_rl_summary,David LaChapelle,Marc Hawker,Morgan Susser,Lionsgate
Grizzly Man,3178403,4061305,,103.0,Biography,R,https://pro.imdb.com/title/tt0427312?ref_=mojo_rl_summary&rf=mojo_rl_summary,Werner Herzog,Erik Nelson,Peter Zeitlinger,Lionsgate
Supercross,3102550,3344431,,80.0,Action,PG-13,https://pro.imdb.com/title/tt0403016?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steve Boyum,Steve Austin,William Wages,Twentieth Century Fox
Pirates of the Caribbean: Dead Man's Chest,423315812,1066179725,225000000.0,151.0,Action,PG-13,https://pro.imdb.com/title/tt0383574?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gore Verbinski,Jerry Bruckheimer,Dariusz Wolski,Walt Disney Studios Motion Pictures
Cars,244082982,461983149,120000000.0,117.0,Animation,,https://pro.imdb.com/title/tt0317219?ref_=mojo_rl_summary&rf=mojo_rl_summary,John Lasseter,Darla K. Anderson,Jean-Claude Kalache,Walt Disney Studios Motion Pictures
X,234362462,460435291,210000000.0,104.0,Action,PG-13,https://pro.imdb.com/title/tt0376994?ref_=mojo_rl_summary&rf=mojo_rl_summary,Brett Ratner,Avi Arad,Dante Spinotti,Twentieth Century Fox
The Da Vinci Code,217536138,760006945,125000000.0,149.0,Mystery,PG-13,https://pro.imdb.com/title/tt0382625?ref_=mojo_rl_summary&rf=mojo_rl_summary,Ron Howard,John Calley,Salvatore Totino,Sony Pictures Entertainment (SPE)
Superman Returns,200081192,391081192,270000000.0,154.0,Action,PG-13,https://pro.imdb.com/title/tt0348150?ref_=mojo_rl_summary&rf=mojo_rl_summary,Bryan Singer,Gilbert Adler,Newton Thomas Sigel,Warner Bros.
Ice Age: The Meltdown,195330621,660998756,80000000.0,91.0,Adventure,PG,https://pro.imdb.com/title/tt0438097?ref_=mojo_rl_summary&rf=mojo_rl_summary,Carlos Saldanha,Lori Forte,Craig Grasso,Twentieth Century Fox
Happy Feet,198000317,384335608,100000000.0,108.0,Adventure,PG,https://pro.imdb.com/title/tt0366548?ref_=mojo_rl_summary&rf=mojo_rl_summary,George Miller,Bill Miller,David Peers,Warner Bros.
Over the Hedge,155019340,339795890,,83.0,Adventure,PG,https://pro.imdb.com/title/tt0327084?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tim Johnson,Bonnie Arnold,,DreamWorks
Casino Royale,167445960,605999592,150000000.0,144.0,Action,PG-13,https://pro.imdb.com/title/tt0381061?ref_=mojo_rl_summary&rf=mojo_rl_summary,Martin Campbell,Barbara Broccoli,Phil Meheux,Sony Pictures Entertainment (SPE)
Talladega Nights: The Ballad of Ricky Bobby,148213377,163362095,72500000.0,108.0,Comedy,PG-13,https://pro.imdb.com/title/tt0415306?ref_=mojo_rl_summary&rf=mojo_rl_summary,Adam McKay,Judd Apatow,Oliver Wood,Sony Pictures Entertainment (SPE)
Click,137355633,240685326,82500000.0,107.0,Comedy,PG-13,https://pro.imdb.com/title/tt0389860?ref_=mojo_rl_summary&rf=mojo_rl_summary,Frank Coraci,Jack Giarraputo,Dean Semler,Revolution Studios
Mission: Impossible III,134029801,398479497,150000000.0,126.0,Action,PG-13,https://pro.imdb.com/title/tt0317919?ref_=mojo_rl_summary&rf=mojo_rl_summary,J.J. Abrams,Tom Cruise,Dan Mindel,Paramount Pictures
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,128505958,262552893,18000000.0,84.0,Comedy,R,https://pro.imdb.com/title/tt0443453?ref_=mojo_rl_summary&rf=mojo_rl_summary,Larry Charles,Sacha Baron Cohen,Luke Geissbuhler,Twentieth Century Fox
The Devil Wears Prada,124740460,326705902,35000000.0,109.0,Comedy,PG-13,https://pro.imdb.com/title/tt0458352?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Frankel,Wendy Finerman,Florian Ballhaus,Twentieth Century Fox
The Departed,132384315,291465034,90000000.0,151.0,Crime,R,https://pro.imdb.com/title/tt0407887?ref_=mojo_rl_summary&rf=mojo_rl_summary,Martin Scorsese,Brad Grey,Michael Ballhaus,Warner Bros.
The Break,118703275,205668210,52000000.0,106.0,Comedy,PG-13,https://pro.imdb.com/title/tt0452594?ref_=mojo_rl_summary&rf=mojo_rl_summary,Peyton Reed,Scott Stuber,Eric Alan Edwards,Universal Pictures
Night at the Museum,250863268,574480841,,108.0,Adventure,PG,https://pro.imdb.com/title/tt0477347?ref_=mojo_rl_summary&rf=mojo_rl_summary,Shawn Levy,Michael Barnathan,Guillermo Navarro,Twentieth Century Fox
The Pursuit of Happyness,163566459,307127625,55000000.0,117.0,Biography,PG-13,https://pro.imdb.com/title/tt0454921?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gabriele Muccino,Todd Black,Phedon Papamichael,Sony Pictures Entertainment (SPE)
Scary Movie 4,90710620,178262620,45000000.0,83.0,Comedy,PG-13,https://pro.imdb.com/title/tt0362120?ref_=mojo_rl_summary&rf=mojo_rl_summary,David Zucker,Craig Mazin,Thomas E. Ackerman,
Failure to Launch,88715192,130224158,50000000.0,97.0,Comedy,PG-13,https://pro.imdb.com/title/tt0427229?ref_=mojo_rl_summary&rf=mojo_rl_summary,Tom Dey,Scott Aversano,Claudio Miranda,Paramount Pictures
Inside Man,88513495,186003591,45000000.0,129.0,Crime,R,https://pro.imdb.com/title/tt0454848?ref_=mojo_rl_summary&rf=mojo_rl_summary,Spike Lee,Brian Grazer,Matthew Libatique,Universal Pictures
Open Season,85105259,200811689,85000000.0,86.0,Adventure,PG,https://pro.imdb.com/title/tt0400717?ref_=mojo_rl_summary&rf=mojo_rl_summary,Roger Allers,Michelle Murdocca,,Sony Pictures Entertainment (SPE)
The Santa Clause 3: The Escape Clause,84500122,110768122,,97.0,Adventure,G,https://pro.imdb.com/title/tt0452681?ref_=mojo_rl_summary&rf=mojo_rl_summary,Michael Lembeck,Robert F. Newmyer,Robbie Greenberg,Walt Disney Studios Motion Pictures
The Pink Panther,82226474,164115897,80000000.0,93.0,Adventure,PG,https://pro.imdb.com/title/tt0383216?ref_=mojo_rl_summary&rf=mojo_rl_summary,Shawn Levy,Robert Simonds,Jonathan Brown,Sony Pictures Entertainment (SPE)
Eight Below,81612565,120455994,40000000.0,,Adventure,PG,https://pro.imdb.com/title/tt0397313?ref_=mojo_rl_summary&rf=mojo_rl_summary,Frank Marshall,Patrick Crowley,Don Burgess,Walt Disney Studios Motion Pictures
Saw III,80238724,164874275,10000000.0,108.0,Crime,R,https://pro.imdb.com/title/tt0489270?ref_=mojo_rl_summary&rf=mojo_rl_summary,Darren Lynn Bousman,Mark Burg,David A. Armstrong,Lionsgate
Nacho Libre,80197993,99255460,35000000.0,92.0,Comedy,PG,https://pro.imdb.com/title/tt0457510?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jared Hess,Jack Black,Xavier Grobet,Paramount Pictures
"You, Me and Dupree",75628110,130628903,54000000.0,110.0,Comedy,PG-13,https://pro.imdb.com/title/tt0463034?ref_=mojo_rl_summary&rf=mojo_rl_summary,Anthony Russo,Mary Parent,Charles Minsky,Universal Pictures
Monster House,73661010,141861243,75000000.0,91.0,Animation,PG,https://pro.imdb.com/title/tt0385880?ref_=mojo_rl_summary&rf=mojo_rl_summary,Gil Kenan,Jack Rapke,Xavier Grobet,Sony Pictures Entertainment (SPE)
Jackass Number Two,72778712,84645164,11500000.0,92.0,Action,R,https://pro.imdb.com/title/tt0493430?ref_=mojo_rl_summary&rf=mojo_rl_summary,Jeff Tremaine,Spike Jonze,Lance Bangs,Paramount Pictures
Barnyard,72637803,116755080,51000000.0,90.0,Adventure,PG,https://pro.imdb.com/title/tt0414853?ref_=mojo_rl_summary&rf=mojo_rl_summary,Steve Oedekerk,Pam Marsden,,Paramount Pictures
RV,71726025,87528173,50000000.0,99.0,Adventure,PG,https://pro.imdb.com/title/tt0449089?ref_=mojo_rl_summary&rf=mojo_rl_summary,Barry Sonnenfeld,Matthias Deyle,Fred Murphy,Sony Pictures Entertainment (SPE)
V for Vendetta,70511035,132511035,54000000.0,132.0,Action,R,https://pro.imdb.com/title/tt0434409?ref_=mojo_rl_summary&rf=mojo_rl_summary,James McTeigue,Grant Hill,Adrian Biddle,Warner Bros.
World Trade Center,70278893,163247198,65000000.0,129.0,Drama,PG-13,https://pro.imdb.com/title/tt0469641?ref_=mojo_rl_summary&rf=mojo_rl_summary,Oliver Stone,Moritz Borman,Seamus McGarvey,Paramount Pictures
