revenue,budget,runtime_minutes,genres_Adventure,genres_Animation,genres_Biography,genres_Comedy,genres_Crime,genres_Drama,genres_Horror,genres_other_genres,rating_PG-13,rating_R,distributor_Sony Pictures Entertainment (SPE),distributor_Twentieth Century Fox,distributor_Universal Pictures,distributor_Walt Disney Studios Motion Pictures,distributor_Warner Bros.,distributor_other_distributor
352114312,52000000.0,141.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
154906693,55000000.0,105.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
123729176,80000000.0,96.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
75395048,35000000.0,131.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
119137784,50000000.0,124.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
62274780,30000000.0,99.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
104391623,60000000.0,98.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
199043242,60000000.0,101.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
52970014,15000000.0,88.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82150183,60000000.0,101.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
63781810,42000000.0,115.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
130549455,30000000.0,101.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
47494916,11800000.0,101.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
77628265,115000000.0,134.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
87754044,19800000.0,131.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
51843679,25000000.0,104.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
43411001,16000000.0,80.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102984862,33000000.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
78382433,85000000.0,108.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
51806184,38000000.0,115.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
57588485,20000000.0,118.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
77741732,85000000.0,95.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
61141030,12000000.0,93.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
38793283,26000000.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55157539,32000000.0,119.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
67336470,60000000.0,116.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69177751,10500000.0,115.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
65716126,100000000.0,138.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
193772504,100000000.0,167.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43368779,1700000.0,131.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
109578115,140000000.0,95.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51386477,70000000.0,97.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
56714147,50000000.0,115.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
52223306,12000000.0,96.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
44909486,4000000.0,111.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
37664855,13000000.0,94.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
45479110,35000000.0,101.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
52323400,60000000.0,104.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
38068353,10000000.0,98.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
65977295,70000000.0,116.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
31167388,13000000.0,88.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
68349884,20000000.0,91.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
55003135,60000000.0,96.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
34411240,10000000.0,85.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
33082548,12000000.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28316451,8000000.0,109.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
31794718,50000000.0,110.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26306533,15000000.0,95.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43928932,21000000.0,92.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
68696770,43000000.0,84.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
29414087,40000000.0,108.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
38275483,5000000.0,92.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
56298474,12000000.0,123.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
32287044,70000000.0,125.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
25852764,70000000.0,98.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23182223,3000000.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
29882645,35000000.0,132.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45867333,30000000.0,99.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20146150,29000000.0,102.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21672284,16000000.0,109.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
16994625,10000000.0,81.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18591272,4000000.0,90.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
30002758,47000000.0,99.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
16872671,40000000.0,103.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
19924033,70000000.0,91.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16856124,8000000.0,93.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
16318449,12500000.0,109.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
18902015,40000000.0,101.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16951798,11000000.0,92.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17423030,11000000.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
14946150,20000000.0,96.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16446271,17000000.0,89.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
16426471,11000000.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70752904,29000000.0,142.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12302219,25000000.0,99.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29027914,13500000.0,107.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
12517488,12000000.0,93.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
24690441,38000000.0,111.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8382938,50000000.0,109.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
8493890,40000000.0,85.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
13414416,30000000.0,106.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10013424,1000000.0,97.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
10011050,21000000.0,117.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
11819244,4000000.0,110.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8145549,30000000.0,95.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
6413915,14000000.0,86.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
12881605,27000000.0,93.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6919198,9000000.0,98.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
32801173,19000000.0,115.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
16349568,1000000.0,112.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7103973,100000000.0,95.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
654264015,140000000.0,143.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
739412035,150000000.0,138.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1140682011,94000000.0,201.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
484592874,81000000.0,101.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
407711549,110000000.0,134.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
220443451,33000000.0,97.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306776732,45000000.0,113.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
433371112,200000000.0,109.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
273339556,130000000.0,147.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
427343298,150000000.0,129.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
195745823,75000000.0,106.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
164729679,33000000.0,105.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
245285165,137000000.0,138.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
236350661,76000000.0,107.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
148336445,87000000.0,140.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
207725639,80000000.0,117.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
197011982,38000000.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160846332,20000000.0,97.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
220673217,48000000.0,84.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
176070171,60000000.0,111.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
232722935,55000000.0,96.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
164433867,60000000.0,92.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
179179718,78000000.0,103.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
259175788,120000000.0,106.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
133960541,109000000.0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124914842,45000000.0,95.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
116632628,30000000.0,97.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
211622535,150000000.0,138.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
107071655,9500000.0,98.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
131095614,35000000.0,109.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
454627263,140000000.0,154.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
87135520,24000000.0,88.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
180899045,30000000.0,111.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
71406573,20000000.0,117.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182290266,90000000.0,99.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
179265204,78000000.0,110.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
160099222,95000000.0,117.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
265328738,80000000.0,128.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
105834556,30000000.0,125.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
88323487,50000000.0,114.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
68296293,22000000.0,139.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
141591324,40000000.0,98.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
244931766,40000000.0,135.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
98096026,29000000.0,102.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
101564935,18000000.0,95.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
190212113,40000000.0,98.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
156595191,25000000.0,138.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
76488889,23000000.0,92.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
90259536,28000000.0,90.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
95708457,22000000.0,121.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
53293628,35000000.0,109.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80154140,60000000.0,127.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
58795814,28000000.0,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80657921,85000000.0,104.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
97837138,13000000.0,81.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
82719885,8000000.0,113.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
86468162,75000000.0,121.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
58878723,18000000.0,113.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
55534455,17000000.0,94.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48249017,30000000.0,111.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108846072,25000000.0,110.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
55495563,50000000.0,105.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
141337989,65000000.0,117.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
38620484,35200000.0,95.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
45312217,18000000.0,88.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44617342,20000000.0,92.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
50732139,25000000.0,105.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
63102666,17000000.0,106.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
56489558,25000000.0,101.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
34622504,15000000.0,86.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
46061847,55000000.0,94.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75715436,68000000.0,136.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
47488536,11000000.0,86.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
120072577,35000000.0,150.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
73498611,60000000.0,135.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118685453,4000000.0,102.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
51142659,75000000.0,116.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33972062,30000000.0,123.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
160466000,40000000.0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
173013509,79000000.0,154.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
62228395,18000000.0,94.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
44350926,36000000.0,109.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39267515,19000000.0,85.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
117248958,60000000.0,119.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37713879,52000000.0,104.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23769505,17000000.0,98.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
121975011,100000000.0,113.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23510621,24000000.0,110.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30553394,1500000.0,93.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
41062976,3500000.0,101.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
68514844,80000000.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38955598,38000000.0,130.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
43935763,80000000.0,116.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33013805,30000000.0,113.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
18191005,14000000.0,86.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
17432163,20000000.0,101.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
28650575,12600000.0,84.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
15368897,30000000.0,96.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
14390329,16000000.0,101.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12923936,56000000.0,219.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23928503,5000000.0,135.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16829545,7000000.0,89.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
27674124,30000000.0,101.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
23014206,15000000.0,97.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
12633747,6500000.0,105.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
13818181,12000000.0,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19322135,40000000.0,89.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
12150301,15000000.0,118.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
15020293,20000000.0,94.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8546666,20000000.0,100.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
7266209,54000000.0,121.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
60427839,20000000.0,124.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
29413900,30000000.0,123.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22954068,30000000.0,106.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5141166,6000000.0,105.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
123218424,70000000.0,125.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10128960,2000000.0,100.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
11705002,35000000.0,127.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3809226,250000.0,101.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5756945,30000000.0,109.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13585075,18000000.0,108.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
788618317,200000000.0,127.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
611486736,30000000.0,127.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
795634069,130000000.0,142.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
552639571,125000000.0,124.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
290633422,75000000.0,108.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
347512318,100000000.0,131.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353133898,120000000.0,115.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
497409852,175000000.0,163.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
522657936,80000000.0,115.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
198413428,75000000.0,99.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
300157638,160000000.0,131.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
168423227,20000000.0,92.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
256697520,60000000.0,108.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
187281115,10000000.0,91.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
362744280,110000000.0,125.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
170268750,60000000.0,101.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
178311729,42000000.0,90.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
130125829,17000000.0,97.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
90649730,26000000.0,94.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
211468235,140000000.0,108.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140192993,30000000.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117812623,29000000.0,123.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
177427090,60000000.0,101.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
130834852,70000000.0,146.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
218685607,60000000.0,128.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
203172417,50000000.0,80.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96572480,60000000.0,99.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
123971376,40000000.0,152.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
113086475,37000000.0,109.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
108040622,100000000.0,136.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
117592831,42000000.0,91.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
154116796,30000000.0,137.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
96105910,80000000.0,129.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
65991448,30000000.0,106.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
61950770,30000000.0,118.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
99318987,66000000.0,122.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
103370127,90000000.0,93.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
102278712,26000000.0,101.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
73029190,19000000.0,95.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96693417,13000000.0,113.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
115900534,105000000.0,119.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
96455697,37000000.0,98.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
170128460,50000000.0,106.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
103096345,1200000.0,103.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
203567857,120000000.0,126.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
70067909,19000000.0,95.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
129342769,45000000.0,94.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
92913171,40000000.0,96.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
57223890,46000000.0,86.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
131883935,65000000.0,113.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
46118097,400000.0,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
78110021,80000000.0,114.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
50576805,8000000.0,95.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
82102379,100000000.0,104.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
76665191,35000000.0,104.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
265126918,40000000.0,108.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
57947036,70000000.0,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70778329,25000000.0,97.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
74036715,20000000.0,108.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
58469210,8000000.0,109.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
167298192,155000000.0,175.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
54700105,33000000.0,124.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50826898,32000000.0,98.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65470529,45000000.0,103.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
70992898,20000000.0,97.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
57678321,25000000.0,94.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
31326183,12000000.0,97.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
54683487,500000.0,79.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
93400759,10000000.0,108.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
37666766,22000000.0,111.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62657868,60000000.0,97.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35825316,2500000.0,102.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
55470154,80000000.0,131.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
115505027,27000000.0,104.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
35492921,35000000.0,102.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
40954603,50000000.0,97.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
213719942,110000000.0,170.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
28818995,26000000.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27388767,31000000.0,96.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
116650613,25000000.0,106.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25819961,107000000.0,137.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
46546197,40000000.0,84.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
109706931,16000000.0,127.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
22035509,35000000.0,107.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
23936908,9000000.0,88.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30031874,32000000.0,90.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
22605153,25000000.0,92.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
18490423,12000000.0,86.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
